strategy,observations,avg_edge_per_egg,total_edge_per_egg,win_rate,worst_event,best_event,max_drawdown_per_egg
God Mode event-driven,644,-1.8431566104702752,-1186.9928571428572,0.1972049689440994,-38.25000000000001,30.0,-1174.0464285714284
