horizon,n,raw_accuracy,calibrated_accuracy,raw_brier,calibrated_brier,brier_improvement,raw_avg_confidence,calibrated_avg_confidence
1,644,0.36024844720496896,0.5015527950310559,0.7921997665404948,0.6044022415703976,0.18779752497009727,0.6112553053816949,0.6371923880662607
3,592,0.4155405405405405,0.4239864864864865,0.7259914374015244,0.7251751770934614,0.0008162603080630326,0.6294945385657984,0.6793896030311262
7,489,0.5276073619631901,0.5255623721881391,0.6436058966713193,0.6923870993436634,-0.04878120267234409,0.6547526174541691,0.7585092727499705
